# alias	preferred	status	lang	note
重粒子聚变	重离子聚变	forbidden	zh	误译ion：正确为 重离子聚变
重组辐射	复合辐射	forbidden	zh	误译recombination：正确为 复合辐射
重结晶	再结晶	forbidden	zh	误译re-：正确为 再结晶
重量窗口	权窗	forbidden	zh	误译weight：正确为 权窗
金属氢化物层	金属氢化物床	forbidden	zh	误译bed：正确为 金属氢化物床
金特拉克	JINTRAC	forbidden	zh	AI transliteration of code token
钒合金材料	钒合金	deprecated	zh	冗赘：应为 钒合金
钛锂酸盐	钛酸锂	forbidden	zh	误译titanate：正确为 钛酸锂
钨丝状结构	钨绒毛	deprecated	zh	非标准：应为 钨绒毛
钨单体块	钨单块	forbidden	zh	AI误译monoblock(单块≠单体块)：正确为 钨单块
钨堆积	钨积聚	deprecated	zh	非标准：应为 钨积聚
钨护甲	钨铠甲	forbidden	zh	AI误译armor(铠甲≠护甲)：正确为 钨铠甲
钨整体块	钨单块	forbidden	zh	误译monoblock：正确为 钨单块
钨模糊层	钨绒毛	forbidden	zh	误译fuzz：正确为 钨绒毛
钨毛刺	钨绒毛	forbidden	zh	误译fuzz：正确为 钨绒毛
钨独石块	钨单块	forbidden	zh	AI误译monoblock(单块≠独石块)：正确为 钨单块
钨盔甲	钨铠甲	forbidden	zh	AI误译armor(铠甲≠盔甲)：正确为 钨铠甲
钨累积	钨积聚	deprecated	zh	非标准：应为 钨积聚
钨纳米结构	钨绒毛	deprecated	zh	过于笼统：应为 钨绒毛
钨装甲	钨铠甲	forbidden	zh	AI误译armor(铠甲≠装甲,军事义)：正确为 钨铠甲
钨起毛	钨绒毛	forbidden	zh	误译fuzz(绒毛≠起毛)：正确为 钨绒毛
钨金属	W	deprecated	zh	冗赘：应为 钨
钯片	钯膜	forbidden	zh	误译membrane(膜≠片)：正确为 钯膜
钯薄膜	钯膜	deprecated	zh	非标准：应为 钯膜
钯薄膜反应器	钯膜反应器	deprecated	zh	非标准：应为 钯膜反应器
钯隔膜	钯膜	forbidden	zh	误译membrane(膜≠隔膜)：正确为 钯膜
铌-钛	铌钛	deprecated	zh	非标准(不需连字符)：应为 铌钛
铌锡三	Nb3Sn	forbidden	zh	语序错：正确为 铌三锡
铍中子乘法器	铍中子倍增剂	forbidden	zh	AI误译multiplier(倍增剂≠乘法器)：正确为 铍中子倍增剂
铍中子增殖器	铍中子倍增剂	forbidden	zh	误译multiplier(倍增剂≠增殖器,增殖指breeding)：正确为 铍中子倍增剂
铍中子放大器	铍中子倍增剂	forbidden	zh	AI误译multiplier(倍增剂≠放大器)：正确为 铍中子倍增剂
铍乘法器	铍中子倍增层	forbidden	zh	误译multiplier：正确为 铍中子倍增层
铍倍增器	铍中子倍增层	deprecated	zh	非标准：应为 铍中子倍增层
铍增殖器	铍中子倍增层	forbidden	zh	误译multiplier：正确为 铍中子倍增层
铍石	铍	forbidden	zh	错误用词，应为"铍"(Be)
铰链臂	铰接臂	forbidden	zh	误译articulated：正确为 铰接臂
锁定模	锁模	forbidden	zh	误译locked：正确为 锁模
锁定模式	锁模	forbidden	zh	误译：聚变应为 锁模
锁模式	锁模	deprecated	zh	非标准：应为 锁模
锂墙	锂壁	forbidden	zh	误译wall：正确为 锂壁
锂涂层	锂化	deprecated	zh	非标准(coating→涂覆≠涂层)：应为 锂化
错位	位错	forbidden	zh	误译(医学义)：正确为 位错
错误场	误差场	forbidden	zh	误译error：正确为 误差场
锯齿坠毁	锯齿崩塌	forbidden	zh	误译crash：正确为 锯齿崩塌
锯齿崩溃	锯齿崩塌	forbidden	zh	误译crash：正确为 锯齿崩塌
锯齿波	锯齿	deprecated	zh	非标准：聚变语境应为 锯齿
镜像机器	磁镜装置	forbidden	zh	误译mirror+machine：正确为 磁镜装置
镜子机	磁镜装置	forbidden	zh	误译mirror+machine：正确为 磁镜装置
长径比	纵横比	deprecated	zh	非标准：聚变应为 纵横比
长支路偏滤器	长腿偏滤器	forbidden	zh	误译leg：正确为 长腿偏滤器
长脉搏	长脉冲	forbidden	zh	误译pulse：正确为 长脉冲
长臂偏滤器	长腿偏滤器	forbidden	zh	误译leg：正确为 长腿偏滤器
闭式分流器	封闭偏滤器	forbidden	zh	AI误译closed+divertor：正确为 封闭偏滤器
间位原子	间隙原子	deprecated	zh	非标准：应为 间隙原子
间接驱动器	间接驱动	forbidden	zh	误译drive：正确为 间接驱动
间质原子	间隙原子	forbidden	zh	误译interstitial：正确为 间隙原子
间距控制	间隙控制	forbidden	zh	误译gap：正确为 间隙控制
间隔原子	间隙原子	forbidden	zh	误译interstitial(间隙≠间隔)：正确为 间隙原子
间隙	清洁解控	forbidden	zh	误译：机械义，核安全应为 清洁解控
间隙指标	清洁解控指数	forbidden	zh	误译clearance(机械义)：正确为 清洁解控指数
防屏分析	屏蔽分析	forbidden	zh	错误缩略(屏蔽分析≠防屏分析)：正确为 屏蔽分析
阴离子源	负离子源	forbidden	zh	误译negative：聚变应为 负离子源
阻性不稳定性	电阻不稳定性	forbidden	zh	误译resistive(电阻≠阻性)：正确为 电阻不稳定性
阻性壁模式	电阻壁模	deprecated	zh	非标准：应为 电阻壁模
阻性磁流体	电阻磁流体力学	forbidden	zh	误译resistive：正确为 电阻磁流体力学
阿尔弗文波	阿尔芬波	forbidden	zh	误音译：正确为 阿尔芬波
阿尔文本征模	阿尔芬本征模	deprecated	zh	音译变体：应为 阿尔芬本征模
阿尔文波	阿尔芬波	deprecated	zh	非标准音译：应为 阿尔芬波
阿尔文特征模	阿尔芬本征模	forbidden	zh	误译eigenmode：正确为 阿尔芬本征模
阿尔维恩波	阿尔芬波	forbidden	zh	误音译：正确为 阿尔芬波
阿尔芬固有模	阿尔芬本征模	forbidden	zh	误译eigenmode：正确为 阿尔芬本征模
阿尔芬波动	阿尔芬波	forbidden	zh	误加词：正确为 阿尔芬波
阿尔芬特征模	阿尔芬本征模	forbidden	zh	误译eigen-：正确为 阿尔芬本征模
阿尔芬连续体	Alfvén连续谱	forbidden	zh	误译continuum：正确为 Alfvén连续谱
阿拉拉	合理可行尽量低	forbidden	zh	误音译缩写：正确展开为 合理可行尽量低
阿斯特拉	ASTRA	forbidden	zh	AI transliteration of code token
陀螺Bohm标度	旋回Bohm标度	forbidden	zh	误译gyro：正确为 旋回Bohm标度
陀螺动力学模拟	回旋动理学模拟	forbidden	zh	陀螺动力学=gyroscopic dynamics
陀螺动理学	回旋动理学	forbidden	zh	误译gyro：正确为 回旋动理学
陀螺管	回旋管	forbidden	zh	误译gyro：正确为 回旋管
附着模式	贴靠模式	deprecated	zh	非标准：应为 贴靠模式
降低活化	低活化	forbidden	zh	非标准直译：正确为 低活化
降低活化钢	低活化铁素体/马氏体钢	forbidden	zh	误译：正确为 低活化铁素体/马氏体钢
降活	低活化	forbidden	zh	非标准缩略：正确为 低活化
降阶MHD	约化MHD	forbidden	zh	误译reduced：正确为 约化MHD
限位器	限制器	forbidden	zh	误译：机械术语，聚变应为 限制器
限制功能	包容功能	forbidden	zh	误译confinement：安全语境应为 包容功能
限制屏障	包容屏障	forbidden	zh	误译confinement：安全语境应为 包容屏障
限制时间	能量约束时间	forbidden	zh	误译confinement(约束≠限制)：正确为 能量约束时间
限幅器	限制器	forbidden	zh	误译：电子学术语，聚变应为 限制器
除气器床	吸气剂床	forbidden	zh	误译getter(吸气剂≠除气器)：正确为 吸气剂床
陶瓷繁殖剂	陶瓷增殖剂	forbidden	zh	繁殖=biological breeding
陶瓷育种剂	陶瓷增殖剂	forbidden	zh	育种=plant breeding
陷俘电子模	俘获电子模	forbidden	zh	误译trapped：正确为 俘获电子模
陷阱粒子	俘获粒子	forbidden	zh	误译trapped：正确为 捕获粒子
隔热材料	绝缘材料	forbidden	zh	误译insulation：正确为 绝缘材料
集合剂量	集体剂量	forbidden	zh	误译collective(集体≠集合)：正确为 集体剂量
集成模型	集成建模	forbidden	zh	误译modeling(动词义)：正确为 集成建模
集成调试	综合调试	deprecated	zh	非标准：应为 综合调试
雪崩传输	雪崩输运	forbidden	zh	误译transport：正确为 雪崩输运
雪花分流器	雪花偏滤器	forbidden	zh	误译divertor：正确为 雪花偏滤器
雷利-泰勒不稳定性	瑞利-泰勒不稳定性	forbidden	zh	音译错：正确为 瑞利-泰勒不稳定性
静电封闭	静电约束	forbidden	zh	误译confinement：正确为 静电约束
静电限制	静电约束	forbidden	zh	误译confinement：正确为 静电约束
非中子聚变	无中子聚变	forbidden	zh	误译aneutronic：正确为 无中子聚变
非热等离子体	非热平衡等离子体	deprecated	zh	漏'平衡'：应为 非热平衡等离子体
非电感运行	非感应运行	forbidden	zh	误译inductive：正确为 非感应运行
非线性联接	非线性耦合	forbidden	zh	误译coupling：正确为 非线性耦合
非线性联结	非线性耦合	forbidden	zh	误译coupling：正确为 非线性耦合
面对等离子体材料	面向等离子体材料	forbidden	zh	误译facing：正确为 面向等离子体材料
面积密度	面密度	forbidden	zh	误译areal：正确为 面密度
面等离子部件	面向等离子体部件	forbidden	zh	误译：正确为 面向等离子体部件
靴带电流	自举电流	forbidden	zh	误译bootstrap(靴带→自举)：正确为 自举电流
韦尔收缩	瓦尔箍缩	forbidden	zh	误译pinch：正确为 韦尔箍缩
韦尔箍缩	瓦尔箍缩	forbidden	zh	音译错：正确为 瓦尔箍缩
韧性-脆性转变温度	韧脆转变温度	deprecated	zh	啰嗦：应为 韧脆转变温度
韧脆转换温度	韧脆转变温度	deprecated	zh	非标准(转变≠转换)：应为 韧脆转变温度
韩国之星	KSTAR	forbidden	zh	误译(装置名应保留 KSTAR)
预备安全分析报告	初步安全分析报告	forbidden	zh	误译preliminary：正确为 初步安全分析报告
预定维护	计划维护	forbidden	zh	误译scheduled：正确为 计划维护
预护套	预鞘	forbidden	zh	误译sheath：正确为 预鞘
领先边缘	前缘	forbidden	zh	AI误译leading(前缘≠领先)：正确为 前缘
频谱转移	能谱级联	forbidden	zh	误译spectral+transfer：正确为 能谱级联
颗粒导管	弹丸导管	forbidden	zh	误译pellet(弹丸≠颗粒)：正确为 弹丸导管
颗粒注入	弹丸注入	forbidden	zh	误译pellet：正确为 弹丸注入
颗粒消融	弹丸烧蚀	forbidden	zh	误译pellet+ablation：正确为 弹丸烧蚀
颗粒箍缩	粒子箍缩	forbidden	zh	误译particle(粒子≠颗粒)：正确为 粒子箍缩
飞溅	溅射	forbidden	zh	误译sputtering：正确为 溅射
首墙	第一壁	forbidden	zh	AI误译first+wall(第一壁≠首墙)：正确为 第一壁
首壁	第一壁	deprecated	zh	非标准变体：应为 第一壁
首种	首台堆	forbidden	zh	误译：正确为 首台堆
香肠模	腊肠不稳定性	deprecated	zh	非标准：应为 腊肠模
香蕉制度	香蕉区	forbidden	zh	误译regime(政治义)：正确为 香蕉区
香蕉区域	香蕉区	forbidden	zh	误译regime：正确为 香蕉区
香蕉弹道	香蕉轨道	forbidden	zh	误译orbit：正确为 香蕉轨道
香蕉形轨道	香蕉轨道	deprecated	zh	非标准：应为 香蕉轨道
香蕉环道	香蕉轨道	forbidden	zh	误译orbit：正确为 香蕉轨道
马尔夫	MARFE	forbidden	zh	误音译缩写(应保留 MARFE)
驱动器	执行器	forbidden	zh	误译actuator(驱动器≠执行器)：正确为 执行器
骤冷	失超	forbidden	zh	误译quench：超导语境正确为 失超
骨折力学	断裂力学	forbidden	zh	AI误译fracture(断裂≠骨折,医学义)：正确为 断裂力学
高原区	坪区	forbidden	zh	误译plateau(地理义)：正确为 坪区
高周期疲劳	高周疲劳	forbidden	zh	AI误译cycle(周≠周期)：正确为 高周疲劳
高回收	高再循环	forbidden	zh	回收=recovery/recycling of materials
高峰热通量	峰值热流密度	forbidden	zh	AI误译peak+flux：正确为 峰值热流密度
高循环	高再循环	forbidden	zh	drops 再; 循环 alone is ambiguous
高循环疲劳	高周疲劳	forbidden	zh	AI误译cycle(周≠循环)：正确为 高周疲劳
高放射性废物	高放废物	deprecated	zh	非标准：应为 高放废物
高模式	高约束模	forbidden	zh	误译：正确为 高约束模
高水平废物	高放废物	forbidden	zh	误译level：正确为 高放废物
高温超导	高温超导体	deprecated	zh	缺字'体'：应为 高温超导体
高热通量测试	高热流测试	forbidden	zh	误译heat flux(热流≠热通量)：正确为 高热流测试
高级偏滤器概念	先进偏滤器概念	forbidden	zh	误译advanced：正确为 先进偏滤器概念
高级分流器概念	先进偏滤器概念	forbidden	zh	AI误译advanced+divertor：正确为 先进偏滤器概念
高级托卡马克	先进托卡马克	forbidden	zh	误译advanced：正确为 先进托卡马克
高级燃料	先进燃料	forbidden	zh	误译advanced：正确为 先进燃料
高能粒子模式	高能粒子模	deprecated	zh	非标准：应为 高能粒子模
高贝塔	高比压	forbidden	zh	误音译beta：正确为 高比压
鱼刺不稳定性	鱼骨模不稳定性	forbidden	zh	误译fishbone：正确为 鱼骨模不稳定性
鱼骨不稳定性	鱼骨模不稳定性	deprecated	zh	缺字'模'：应为 鱼骨模不稳定性
鱼骨形不稳定性	鱼骨模不稳定性	deprecated	zh	啰嗦变体：应为 鱼骨模不稳定性
鼓包模	气球模	forbidden	zh	误译ballooning：正确为 气球模
鼓泡	起泡	forbidden	zh	误译blistering：正确为 起泡
